plot_code,province,pdd_area_rai,month,analysis_mode,scene_count,inside_pixel_count,valid_pixel_count,coverage_pct,qa,mean_ndvi,median_ndvi,median_ndre,median_mndwi,median_mfi
94-VSD,ปัตตานี,140.87,2026-08,single_scene_good,1,2256,2256,100.0,GOOD,0.5093,0.5203,0.3733,-0.2415,0.2348
95-VSD,ปัตตานี,200.38,2023-09,single_scene_partial,1,3208,663,20.67,LOW_QA,0.5536,0.5636,0.4404,-0.1575,0.2782
95-VSD,ปัตตานี,200.38,2023-12,same_month_multi_scene_composite,4,3208,3158,98.44,GOOD,0.5273,0.5895,0.4591,-0.2132,0.2761
95-VSD,ปัตตานี,200.38,2024-03,single_scene_good,1,3208,3194,99.56,GOOD,0.5082,0.5319,0.3917,-0.209,0.229
95-VSD,ปัตตานี,200.38,2024-06,single_scene_good,1,3208,3208,100.0,GOOD,0.5587,0.5737,0.4294,-0.2117,0.2584
95-VSD,ปัตตานี,200.38,2024-09,single_scene_good,1,3208,3208,100.0,GOOD,0.6355,0.6467,0.4898,-0.2396,0.3178
95-VSD,ปัตตานี,200.38,2024-12,single_scene_partial,1,3208,2196,68.45,PARTIAL,0.5253,0.5561,0.4363,-0.1692,0.2653
95-VSD,ปัตตานี,200.38,2025-03,single_scene_good,1,3208,3208,100.0,GOOD,0.4964,0.5108,0.3461,-0.1964,0.2464
95-VSD,ปัตตานี,200.38,2025-06,same_month_multi_scene_composite,2,3208,1957,61.0,PARTIAL,0.4701,0.4598,0.3315,-0.1578,0.2243
95-VSD,ปัตตานี,200.38,2025-09,same_month_multi_scene_composite,6,3208,3144,98.0,GOOD,0.5555,0.5638,0.4009,-0.1916,0.2916
95-VSD,ปัตตานี,200.38,2025-12,single_scene_good,1,3208,3206,99.94,GOOD,0.5562,0.5719,0.4313,-0.2112,0.2468
95-VSD,ปัตตานี,200.38,2026-03,single_scene_good,1,3208,3146,98.07,GOOD,0.4657,0.4856,0.3576,-0.219,0.2006
95-VSD,ปัตตานี,200.38,2026-08,single_scene_good,1,3208,3208,100.0,GOOD,0.5456,0.5446,0.3873,-0.2099,0.259
97-VSD,กระบี่,184.64,2023-09,same_month_multi_scene_composite,2,2953,2848,96.44,GOOD,0.5042,0.5192,0.4213,-0.1211,0.2363
97-VSD,กระบี่,184.64,2023-12,same_month_multi_scene_composite,2,2953,2834,95.97,GOOD,0.4935,0.5036,0.4121,-0.1258,0.2084
97-VSD,กระบี่,184.64,2024-03,single_scene_good,1,2953,2953,100.0,GOOD,0.4953,0.5162,0.3965,-0.1791,0.2017
97-VSD,กระบี่,184.64,2024-06,same_month_multi_scene_composite,4,2953,2873,97.29,GOOD,0.4714,0.484,0.3762,-0.1378,0.1937
97-VSD,กระบี่,184.64,2024-09,single_scene_good,1,2953,2953,100.0,GOOD,0.4928,0.5053,0.4011,-0.1334,0.2124
97-VSD,กระบี่,184.64,2024-12,same_month_multi_scene_composite,3,2953,2758,93.4,PARTIAL,0.5527,0.5728,0.4694,-0.1543,0.2382
97-VSD,กระบี่,184.64,2025-03,single_scene_good,1,2953,2953,100.0,GOOD,0.4975,0.5179,0.372,-0.1685,0.2008
97-VSD,กระบี่,184.64,2025-06,single_scene_good,1,2953,2879,97.49,GOOD,0.3544,0.3494,0.2968,-0.096,0.189
97-VSD,กระบี่,184.64,2025-09,same_month_multi_scene_composite,2,2953,2804,94.95,PARTIAL,0.3104,0.3145,0.2677,0.0427,0.1633
97-VSD,กระบี่,184.64,2025-12,single_scene_good,1,2953,2953,100.0,GOOD,0.5347,0.5518,0.4442,-0.1485,0.2136
97-VSD,กระบี่,184.64,2026-03,single_scene_good,1,2953,2953,100.0,GOOD,0.4971,0.519,0.3674,-0.1677,0.1975
97-VSD,กระบี่,184.64,2026-08,single_scene_good,1,2953,2871,97.22,GOOD,0.5384,0.5546,0.4453,-0.1464,0.2386
98-VSD,กระบี่,150.95,2023-09,single_scene_partial,1,2420,836,34.55,LOW_QA,0.4939,0.5515,0.4419,-0.1251,0.2576
98-VSD,กระบี่,150.95,2023-12,single_scene_partial,1,2420,1784,73.72,PARTIAL,0.557,0.5703,0.4543,-0.1463,0.2359
98-VSD,กระบี่,150.95,2024-03,single_scene_good,1,2420,2397,99.05,GOOD,0.5117,0.5263,0.4026,-0.171,0.2121
98-VSD,กระบี่,150.95,2024-06,single_scene_good,1,2420,2365,97.73,GOOD,0.4797,0.4875,0.3836,-0.1383,0.1952
98-VSD,กระบี่,150.95,2024-09,same_month_multi_scene_composite,3,2420,2242,92.64,PARTIAL,0.483,0.5393,0.4222,-0.1514,0.2311
98-VSD,กระบี่,150.95,2024-12,same_month_multi_scene_composite,3,2420,2121,87.64,PARTIAL,0.5402,0.55,0.4484,-0.139,0.2217
98-VSD,กระบี่,150.95,2025-03,single_scene_good,1,2420,2420,100.0,GOOD,0.5094,0.5221,0.3779,-0.1684,0.2011
98-VSD,กระบี่,150.95,2025-06,same_month_multi_scene_composite,2,2420,1673,69.13,PARTIAL,0.4235,0.4377,0.3668,-0.114,0.1924
98-VSD,กระบี่,150.95,2025-09,single_scene_good,1,2420,2420,100.0,GOOD,0.4881,0.4909,0.3836,-0.1499,0.2392
98-VSD,กระบี่,150.95,2025-12,single_scene_good,1,2420,2399,99.13,GOOD,0.5624,0.5729,0.4635,-0.1531,0.2228
98-VSD,กระบี่,150.95,2026-03,single_scene_good,1,2420,2420,100.0,GOOD,0.5144,0.5323,0.4182,-0.1423,0.2243
98-VSD,กระบี่,150.95,2026-08,same_month_multi_scene_composite,3,2420,2293,94.75,PARTIAL,0.5402,0.5592,0.4526,-0.1447,0.2413
99-VSD,กระบี่,205.78,2023-09,same_month_multi_scene_composite,2,3296,248,7.52,LOW_QA,0.3003,0.3162,0.2819,-0.0492,0.1494
99-VSD,กระบี่,205.78,2023-12,single_scene_good,1,3296,3296,100.0,GOOD,0.5631,0.5764,0.46,-0.1398,0.2374
99-VSD,กระบี่,205.78,2024-03,single_scene_good,1,3296,3296,100.0,GOOD,0.5101,0.5343,0.4075,-0.1649,0.2184
99-VSD,กระบี่,205.78,2024-06,same_month_multi_scene_composite,6,3296,3104,94.17,PARTIAL,0.4365,0.4653,0.3627,-0.1238,0.1927
99-VSD,กระบี่,205.78,2024-09,single_scene_good,1,3296,3296,100.0,GOOD,0.502,0.5087,0.3991,-0.132,0.2156
99-VSD,กระบี่,205.78,2024-12,single_scene_good,1,3296,3268,99.15,GOOD,0.5499,0.5615,0.4567,-0.1461,0.2342
99-VSD,กระบี่,205.78,2025-03,single_scene_good,1,3296,3296,100.0,GOOD,0.5103,0.5228,0.3784,-0.1628,0.2059
99-VSD,กระบี่,205.78,2025-06,same_month_multi_scene_composite,2,3296,2785,84.5,PARTIAL,0.4598,0.4641,0.3805,-0.1183,0.208
99-VSD,กระบี่,205.78,2025-09,same_month_multi_scene_composite,2,3296,729,22.12,LOW_QA,0.3389,0.3203,0.2755,-0.1074,0.176
99-VSD,กระบี่,205.78,2025-12,single_scene_good,1,3296,3296,100.0,GOOD,0.5531,0.5669,0.4608,-0.1469,0.2211
99-VSD,กระบี่,205.78,2026-03,single_scene_good,1,3296,3296,100.0,GOOD,0.5261,0.5437,0.4155,-0.1581,0.2097
99-VSD,กระบี่,205.78,2026-08,single_scene_good,1,3296,3186,96.66,GOOD,0.5464,0.5565,0.4576,-0.1209,0.2422
100-VSD,กระบี่,291.51,2023-09,single_scene_partial,1,4680,114,2.44,NO_DATA,-0.0407,-0.0497,0.2245,-0.1811,0.1858
100-VSD,กระบี่,291.51,2023-12,same_month_multi_scene_composite,2,4680,3280,70.09,PARTIAL,0.4709,0.4825,0.3794,-0.2103,0.2149
100-VSD,กระบี่,291.51,2024-03,single_scene_good,1,4680,4680,100.0,GOOD,0.4447,0.4579,0.3373,-0.2775,0.184
100-VSD,กระบี่,291.51,2024-06,same_month_multi_scene_composite,4,4680,4227,90.32,PARTIAL,0.4565,0.4649,0.3638,-0.2391,0.2115
100-VSD,กระบี่,291.51,2024-09,same_month_multi_scene_composite,3,4680,4675,99.89,GOOD,0.5,0.512,0.3919,-0.2628,0.2338
100-VSD,กระบี่,291.51,2024-12,same_month_multi_scene_composite,2,4680,3513,75.06,PARTIAL,0.4925,0.5035,0.4036,-0.2343,0.2204
100-VSD,กระบี่,291.51,2025-03,single_scene_good,1,4680,4680,100.0,GOOD,0.4841,0.494,0.3463,-0.2789,0.2028
100-VSD,กระบี่,291.51,2025-06,same_month_multi_scene_composite,2,4680,2384,50.94,PARTIAL,0.4527,0.4544,0.3661,-0.1826,0.2251
100-VSD,กระบี่,291.51,2025-09,single_scene_partial,1,4680,3130,66.88,PARTIAL,0.3498,0.3373,0.2684,-0.1433,0.1484
100-VSD,กระบี่,291.51,2025-12,single_scene_good,1,4680,4680,100.0,GOOD,0.4988,0.5086,0.3635,-0.2665,0.197
100-VSD,กระบี่,291.51,2026-03,single_scene_good,1,4680,4680,100.0,GOOD,0.482,0.4913,0.3349,-0.2738,0.2009
100-VSD,กระบี่,291.51,2026-08,same_month_multi_scene_composite,2,4680,612,13.08,LOW_QA,0.4277,0.4305,0.3445,-0.1788,0.2216
102-VSD,ภูเก็ต,32.04,2023-09,single_scene_good,1,515,515,100.0,GOOD,0.3551,0.3786,0.294,-0.0228,0.1917
102-VSD,ภูเก็ต,32.04,2023-12,single_scene_good,1,515,515,100.0,GOOD,0.4231,0.4402,0.3217,-0.2055,0.1691
102-VSD,ภูเก็ต,32.04,2024-03,single_scene_good,1,515,515,100.0,GOOD,0.2997,0.3306,0.2028,-0.1067,0.1191
102-VSD,ภูเก็ต,32.04,2024-06,single_scene_good,1,515,515,100.0,GOOD,0.3574,0.3804,0.2675,-0.1674,0.1489
102-VSD,ภูเก็ต,32.04,2024-09,single_scene_good,1,515,515,100.0,GOOD,0.4188,0.4359,0.316,-0.1794,0.1992
102-VSD,ภูเก็ต,32.04,2024-12,single_scene_good,1,515,515,100.0,GOOD,0.3937,0.4103,0.2994,-0.1953,0.1613
102-VSD,ภูเก็ต,32.04,2025-03,single_scene_good,1,515,515,100.0,GOOD,0.2954,0.3199,0.2264,-0.126,0.1183
102-VSD,ภูเก็ต,32.04,2025-06,same_month_multi_scene_composite,3,515,433,84.08,PARTIAL,0.3004,0.3147,0.2282,-0.044,0.1382
102-VSD,ภูเก็ต,32.04,2025-09,single_scene_good,1,515,515,100.0,GOOD,0.3785,0.4123,0.3037,-0.1033,0.1569
102-VSD,ภูเก็ต,32.04,2025-12,single_scene_good,1,515,515,100.0,GOOD,0.364,0.4054,0.2949,-0.0924,0.1492
102-VSD,ภูเก็ต,32.04,2026-03,single_scene_good,1,515,515,100.0,GOOD,0.3091,0.3248,0.225,-0.1805,0.124
102-VSD,ภูเก็ต,32.04,2026-08,same_month_multi_scene_composite,2,515,132,25.63,LOW_QA,0.1406,0.175,0.1267,0.0758,0.0675
